date,sp500_return,nasdaq_return,vix_return,sp500_return_lag1,nasdaq_return_lag1,vix_return_lag1,sp500_5d_return,nasdaq_5d_return,ticker,momentum_10,price_to_sma_50,trend_label,return_1d,return_1d_lag1,volume_lag1
2021-01-04,-0.011266910645996941,0.012700721586285324,-0.02880859375,-0.011266910645996941,0.012700721586285324,-0.02880859375,-0.03071158353550718,0.04693553592412614,STK001,-0.0085566173255886,0.0,Uptrend,0.014052838673412005,0.014052838673412005,962644.0
2021-01-05,-0.011266910645996941,0.012700721586285324,-0.02880859375,-0.011266910645996941,0.012700721586285324,-0.02880859375,-0.03071158353550718,0.04693553592412614,STK001,-0.0085566173255886,0.0069773932458833,Sideways,0.014052838673412005,0.014052838673412005,962644.0
2021-01-06,0.008068205448118038,-0.02272249041666541,0.006535947712418277,-0.011266910645996941,0.012700721586285324,-0.02880859375,-0.03071158353550718,0.04693553592412614,STK001,-0.0085566173255886,0.0022509034589572,Sideways,-0.0035723084503572755,0.014052838673412005,1312685.0
2021-01-07,-0.019155596352984805,0.03679297389394076,-0.021478521478521473,0.008068205448118038,-0.02272249041666541,0.006535947712418277,-0.03071158353550718,0.04693553592412614,STK001,-0.0085566173255886,0.0260394276239021,Downtrend,0.032698726665842504,-0.0035723084503572755,1449177.0
2021-01-08,-0.02321534194718644,0.005689945380436878,0.028075548749362023,-0.019155596352984805,0.03679297389394076,-0.021478521478521473,-0.03071158353550718,0.04693553592412614,STK001,-0.0085566173255886,0.013953488372093,Downtrend,-0.008319865924462766,0.032698726665842504,1534833.0
2021-01-11,0.015044514538545162,0.01452969647000213,-0.08689175769612711,-0.02321534194718644,0.005689945380436878,0.028075548749362023,-0.03071158353550718,0.04693553592412614,STK001,-0.0085566173255886,0.0047384671822934,Downtrend,-0.008148237566393046,-0.008319865924462766,848261.0
2021-01-12,-0.005663469033869495,-0.005351060071843938,0.05111473626971175,0.015044514538545162,0.01452969647000213,-0.08689175769612711,-0.02521834061135375,0.02827350547248808,STK001,-0.0085566173255886,0.0091833531012349,Downtrend,0.00596360980952948,-0.008148237566393046,1132210.0
2021-01-13,-0.00021332309382471326,-0.07297345590726745,-0.02534919813760983,-0.005663469033869495,-0.005351060071843938,0.05111473626971175,-0.033226411980692205,-0.024599640519000654,STK001,-0.0085566173255886,-0.0215166522507904,Sideways,-0.0333918093279294,0.00596360980952948,926947.0
2021-01-14,0.002763123503085829,-0.018053050631240852,0.007961783439490278,-0.00021332309382471326,-0.07297345590726745,-0.02534919813760983,-0.01162212962841258,-0.07619801491485023,STK001,-0.0085566173255886,-0.0359976762464545,Sideways,-0.019212716690656495,-0.0333918093279294,1244361.0
2021-01-15,0.008471330464340676,-0.006714760336650305,-0.017377567140600236,0.002763123503085829,-0.018053050631240852,0.007961783439490278,0.020440623957111104,-0.08759267170592255,STK001,-0.0085566173255886,-0.0474276527331188,Sideways,-0.01703675344563549,-0.019212716690656495,1292705.0
2021-01-18,-0.0074085014466227506,0.013821249545920233,0.01768488745980701,0.008471330464340676,-0.006714760336650305,-0.017377567140600236,-0.0021317551981419047,-0.08822980649605117,STK001,-0.0085566173255886,-0.0167798461659741,Downtrend,0.030444660824407555,-0.01703675344563549,1264503.0
2021-01-19,0.009980071741729768,-0.029538465520393076,0.012638230647709525,-0.0074085014466227506,0.013821249545920233,0.01768488745980701,0.01356734876725918,-0.11040180554103585,STK001,-0.0198940625769895,-0.013182985628427,Downtrend,0.002456847675444074,0.030444660824407555,1191032.0
2021-01-20,-0.008508152988903173,0.013394352885482519,-0.015080603224128963,0.009980071741729768,-0.029538465520393076,0.012638230647709525,0.005158186153443989,-0.027521064691697683,STK001,-0.0260229941896402,-0.0211359813441394,Downtrend,-0.00980330547351227,0.002456847675444074,918159.0
2021-01-21,0.024268186546095194,0.016051418490753866,-0.0285110876451955,-0.008508152988903173,0.013394352885482519,-0.015080603224128963,0.026714613244532837,0.006254566305814668,STK001,-0.0775722750942717,-0.0397062423500611,Sideways,-0.021958494637303927,-0.00980330547351227,1019493.0
2021-01-22,-0.003248553176276703,0.010899109777873672,-0.0771739130434782,0.024268186546095194,0.016051418490753866,-0.0285110876451955,0.014782716485695957,0.02409842074491264,STK001,-0.079973442781265,-0.0469868871864555,Sideways,-0.010901304263188694,-0.021958494637303927,1589113.0
2021-01-25,0.004036240396710689,0.014162210031812172,0.0011778563015312216,-0.003248553176276703,0.010899109777873672,-0.0771739130434782,0.026483326690580622,0.02444283756917498,STK001,-0.0825168867522667,-0.0539736073256338,Sideways,-0.01089024470248634,-0.010901304263188694,1111265.0
2021-01-26,-0.026190926104727508,-0.01344098331404242,0.04705882352941182,0.004036240396710689,0.014162210031812172,0.0011778563015312216,-0.010278711727781276,0.04143573194291883,STK001,-0.0872300526283952,-0.0502473304601532,Sideways,0.0007959143065594532,-0.01089024470248634,1525758.0
2021-01-27,0.0005768223732651734,0.014750110039614128,-0.018539325842696686,-0.026190926104727508,-0.01344098331404242,0.04705882352941182,-0.0012099598802776113,0.04282900391066735,STK001,-0.0391138369109456,-0.0317617135770291,Downtrend,0.017562462721187666,0.0007959143065594532,862805.0
2021-01-28,-0.006737226897900128,-0.0012642145268737526,0.0028620492272466436,0.0005768223732651734,0.014750110039614128,-0.018539325842696686,-0.031444129548362953,0.025057025048930814,STK001,-0.0151225114854517,-0.0252864165279038,Downtrend,0.005275498241500642,0.017562462721187666,1168500.0
