ticker,date,open,high,low,close,volume,adjusted_close,sma_20,sma_50,sma_200,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi_14,bb_middle,bb_upper,bb_lower,bb_width,true_range,atr_14,volume_sma_20,volume_ratio,momentum_10,momentum_20,price_to_sma_50,volatility_20,future_return_5d,trend_label
STK001,2021-01-04,158.09,160.97,158.09,160.11,962644.0,160.11,160.11,160.11,160.11,160.11,160.11,0.0,0.0,0.0,,160.11,,,,2.8799999999999955,2.8799999999999955,962644.0,1.0,,,0.0,,0.026356879645243886,Uptrend
STK001,2021-01-05,163.16,165.5,160.76,162.36,1312685.0,162.36,161.235,161.235,161.235,160.45615384615385,160.27666666666667,0.1794871794871824,0.035897435897436485,0.1435897435897459,100.0,161.235,164.41698051533947,158.05301948466055,6.363961030678922,5.389999999999986,4.134999999999991,1137664.5,1.1538419279146004,,,0.006977393245883337,,0.018169499876816878,Sideways
STK001,2021-01-06,161.89,162.51,160.94,161.78,1449177.0,161.78,161.41666666666666,161.41666666666666,161.41666666666666,160.65982248520712,160.38802469135803,0.271797793849089,0.08307750748776699,0.188720286361322,79.50530035335655,161.41666666666666,163.7530170970031,159.08031623633022,4.672700860672876,1.5699999999999932,3.279999999999992,1241502.0,1.1672772174350101,,,0.0022509034589572163,0.012462861050627832,-0.012300655210780128,Sideways
STK001,2021-01-07,163.33,167.9,163.33,167.07,1534833.0,167.07,162.83,162.83,162.83,161.64600364132912,160.8829858253315,0.763017815997614,0.2190655691897364,0.5439522468078776,92.8571428571427,162.83,168.79650651554155,156.86349348445847,11.933013031083078,6.1200000000000045,3.989999999999995,1314834.75,1.1673200757737807,,,0.026039427623902107,0.018137911210874373,-0.06195008080445319,Downtrend
STK001,2021-01-08,168.2,168.2,164.12,165.68,848261.0,165.68,163.4,163.4,163.4,162.26661846574,161.2383202086403,1.0282982570997206,0.38091210677173326,0.6473861503279873,79.28496319663512,163.4,169.16171849364406,157.63828150635595,11.523436987288108,4.079999999999984,4.007999999999993,1221520.0,0.694430709280241,,,0.01395348837209303,0.018662585319395332,-0.0701955577015934,Downtrend
STK001,2021-01-11,164.72,166.21,161.91,164.33,1132210.0,164.33,163.555,163.555,163.555,162.5840617787031,161.4673335265188,1.1167282521843163,0.5280753358542499,0.5886529163300663,69.4290976058932,163.555,168.76408053306915,158.34591946693087,10.418161066138282,4.300000000000011,4.056666666666662,1206635.0,0.9383202045357544,,,0.004738467182293453,0.017835128183458573,-0.03401691717884746,Downtrend
STK001,2021-01-12,160.4,167.16,160.4,165.31,926947.0,165.31,163.8057142857143,163.8057142857143,163.8057142857143,163.00343688967186,161.7519754875174,1.2514614021544617,0.6727525491142923,0.5787088530401694,71.95945945945945,163.8057142857143,168.74252644395102,158.86890212747755,9.873624316473467,6.759999999999991,4.442857142857138,1166679.5714285714,,,,0.009183353101234913,0.015954240497753847,-0.037384308269312244,Downtrend
STK001,2021-01-13,164.15,164.15,158.25,159.79,1244361.0,159.79,163.30375,163.30375,163.30375,162.5090619835685,161.6066439699235,0.90241801364499,0.7186856420204318,0.18373237162455813,49.07834101382482,163.30375,168.68458304756004,157.92291695243998,10.761666095120063,7.060000000000002,4.769999999999996,1176389.75,1.057779532676139,,,-0.021516652250790417,0.020678364111115993,-0.013893234870767877,Sideways
STK001,2021-01-14,160.41,160.41,154.09,156.72,1292705.0,156.72,162.57222222222222,162.57222222222222,162.57222222222222,161.61843706301948,161.24467034252177,0.37376672049771287,0.6497018577158881,-0.2759351372181752,41.70337738619672,162.57222222222222,169.25046883175813,155.89397561268632,13.356493219071808,6.319999999999993,4.942222222222218,1189313.6666666667,,,,-0.03599767624645458,0.020301727430119123,-0.01665390505359868,Sideways
STK001,2021-01-15,153.96,154.98,152.82,154.05,1264503.0,154.05,161.72,161.72,161.72,160.45406213024728,160.71173179863126,-0.25766966838398275,0.4682275524959139,-0.7258972208798966,36.883116883116855,161.72,170.00823530339505,153.43176469660494,16.57647060679011,3.9000000000000057,4.8379999999999965,1196832.6,1.0565412406045758,,,-0.04742765273311889,0.019599698436144158,-0.010516066212268773,Sideways
STK001,2021-01-18,153.62,161.22,153.62,158.74,1191032.0,158.74,161.44909090909093,161.44909090909093,161.44909090909093,160.19036026405539,160.56567759132523,-0.37531732726984046,0.2995185765427631,-0.6748359038126035,47.53508456279236,161.44909090909093,169.51473386942808,153.38344794875377,16.131285920674316,7.599999999999994,5.089090909090905,1196305.2727272727,0.9955920342010606,-0.008556617325588656,,-0.016779846165974128,0.021467404925435613,-0.050207887110999105,Downtrend
STK001,2021-01-19,155.91,162.64,155.87,159.13,918159.0,159.13,161.25583333333336,161.25583333333336,161.25583333333336,160.02722791573916,160.4593311030789,-0.43210318733974873,0.15319422376626074,-0.5852974111060094,48.26117814052515,161.25583333333336,169.061809870383,153.4498567962837,15.61195307409929,6.769999999999982,5.229166666666662,1173126.4166666667,0.7826598966280772,-0.019894062576989557,,-0.013182985628427048,0.0203873309200005,-0.05178156224470565,Downtrend
STK001,2021-01-20,159.35,159.35,155.37,157.57,1019493.0,157.57,160.97230769230768,160.97230769230768,160.97230769230768,159.64919285177928,160.24530657692492,-0.5961137251456421,0.0033326339838801733,-0.5994463591295223,45.72965702757225,160.97230769230768,168.72057267592885,153.2240427086865,15.496529967242338,3.9799999999999898,5.133076923076918,1161308.4615384615,0.8778830377670811,-0.02602299418964027,,-0.02113598134413943,0.019628393435178224,-0.02557593450529924,Downtrend
STK001,2021-01-21,158.31,158.31,152.75,154.11,1589113.0,154.11,160.48214285714286,160.48214285714286,160.48214285714286,158.79700933612094,159.79083942307864,-0.9938300869577006,-0.19609991020443598,-0.7977301767532646,40.96385542168673,160.48214285714286,168.7810665262661,152.18321918801962,16.59784733824648,5.560000000000002,5.163571428571424,1191865.9285714286,1.3332984540507102,-0.07757227509427178,,-0.039706242350061136,0.01965850052837551,0.0015573291804553933,Sideways
STK001,2021-01-22,153.55,153.64,151.31,152.43,1111265.0,152.43,159.94533333333337,159.94533333333337,159.94533333333337,157.81746943825618,159.24559205840615,-1.4281226201499635,-0.4425044521935415,-0.985618167956422,38.990825688073365,159.94533333333337,168.95879902692334,150.9318676397434,18.026931387179957,2.8000000000000114,5.157857142857139,1186492.5333333334,0.9365967073370541,-0.07997344278126506,,-0.04698688718645552,0.019012320067097764,-0.013186380633733643,Sideways
STK001,2021-01-25,155.96,155.96,149.03,150.77,1525758.0,150.77,159.37187500000002,159.37187500000002,159.37187500000002,156.73324337083216,158.61777042445016,-1.884527053618001,-0.7309089724784334,-1.1536180811395675,33.10002916302126,159.37187500000002,169.21428722126635,149.5294627787337,19.68482444253266,6.930000000000007,5.267857142857141,1207696.625,1.2633619804973786,-0.08251688675226676,,-0.053973607325633874,0.018424219259944988,0.013530543211514173,Sideways
STK001,2021-01-26,148.77,152.63,148.77,150.89,862805.0,150.89,158.8729411764706,158.8729411764706,158.8729411764706,155.8342828522426,158.045342985602,-2.211060133359382,-1.026939204654623,-1.184120928704759,33.90481820869044,158.8729411764706,169.25302249769797,148.4928598552432,20.76016264245476,3.859999999999985,5.431428571428569,1187408.8823529412,0.7266283862474451,-0.08723005262839523,,-0.050247330460153235,0.017837199114674848,0.011465305851945247,Sideways
STK001,2021-01-27,148.59,154.41,148.59,153.54,1168500.0,153.54,158.57666666666668,158.57666666666668,158.57666666666668,155.48131625958987,157.7116138755574,-2.2302976159675154,-1.2676108869172016,-0.9626867290503138,28.31035588329587,158.57666666666668,168.95588345679445,148.1974498765389,20.75843358025554,5.819999999999993,5.409999999999997,1186358.388888889,0.9849468853121065,-0.03911383691094561,,-0.03176171357702913,0.018013982661901656,-0.034258173765793876,Downtrend
STK001,2021-01-28,149.78,155.8,149.78,154.35,1156349.0,154.35,158.3542105263158,158.3542105263158,158.3542105263158,155.30726760426836,157.46260544033092,-2.1553378360625572,-1.445156276746273,-0.7101815593162843,31.492976151584386,158.3542105263158,168.62573603411207,148.08268501851953,20.54305101559254,6.02000000000001,5.548571428571427,1184778.9473684211,0.9760040069655453,-0.01512251148545174,,-0.02528641652790388,0.01756733570712787,-0.0471655328798186,Downtrend
STK001,2021-01-29,154.73,154.73,148.67,150.42,1601397.0,150.42,157.9575,157.9575,157.9575,154.55538028053476,156.94093096326935,-2.385550682734589,-1.6332351579439364,-0.7523155247906528,29.04489304007224,157.9575,168.56606828477015,147.34893171522987,21.217136569540287,6.060000000000002,5.674285714285712,1205609.85,1.3282879200099433,-0.023563777994157875,,-0.04771853188357642,0.017908498448113902,-0.014492753623188264,Sideways
STK001,2021-02-01,150.74,154.29,150.74,152.81,1467983.0,152.81,157.5925,157.71238095238095,157.71238095238095,154.28686023737558,156.63493607710126,-2.3480758397256807,-1.7762032943002852,-0.5718725454253955,31.93641618497108,157.5925,168.38988930433987,146.79511069566013,21.594778608679746,3.8700000000000045,5.467857142857142,1230876.8,1.1926319514674417,-0.037356683885599096,-0.045593654362625746,-0.03108431261247116,0.017942074724270635,-0.0225116157319547,Downtrend
STK001,2021-02-02,152.23,154.99,150.75,152.62,1417942.0,152.62,157.10549999999998,157.48090909090908,157.48090909090908,154.03042020085624,156.3375334047234,-2.3071132038671465,-1.8823852762136575,-0.424727927653489,37.75196446873932,157.10549999999998,167.8760787852102,146.33492121478974,21.541157570420467,4.240000000000009,5.266428571428571,1236139.65,,-0.04090994784138746,-0.059990145355999114,-0.03086665627579668,0.017535200333727102,-0.03348185034726781,Downtrend
STK001,2021-02-03,151.25,151.25,145.94,148.28,1476629.0,148.28,156.4305,157.0808695652174,157.0808695652174,153.14574016995527,155.74067907844758,-2.59493890849231,-2.024896002669388,-0.5700429058229219,36.182056319580866,156.4305,167.650327327689,145.21067267231098,22.439654655378035,6.680000000000007,5.292142857142857,1237512.25,1.193223743845768,-0.05895792346258799,-0.08344665595252809,-0.05602763461634276,0.018440253339241895,0.016387914755867324,Sideways
