ticker,date,sma_20,bb_width,volume_ratio,volume_sma_20,rsi_14,macd_histogram,true_range,volatility_20,momentum_10,sp500_close,nasdaq_close,vix_close,trend_label
STK001,2021-01-04,160.11,6.363961030678922,1.0,962644.0,100.0,0.0,2.8799999999999955,0.0124628610506278,-0.0085566173255886,3891.04,12952.02,20.48,Uptrend
STK001,2021-01-05,161.235,6.363961030678922,1.1538419279146004,1137664.5,100.0,0.1435897435897459,5.389999999999986,0.0124628610506278,-0.0085566173255886,3847.2,13116.52,19.89,Sideways
STK001,2021-01-06,161.41666666666666,4.672700860672876,1.16727721743501,1241502.0,79.50530035335655,0.188720286361322,1.5699999999999932,0.0124628610506278,-0.0085566173255886,3878.24,12818.48,20.02,Sideways
STK001,2021-01-07,162.83,11.933013031083078,1.1673200757737807,1314834.75,92.8571428571427,0.5439522468078776,6.1200000000000045,0.0181379112108743,-0.0085566173255886,3803.95,13290.11,19.59,Downtrend
STK001,2021-01-08,163.4,11.523436987288108,0.694430709280241,1221520.0,79.28496319663512,0.6473861503279873,4.079999999999984,0.0186625853193953,-0.0085566173255886,3715.64,13365.73,20.14,Downtrend
STK001,2021-01-11,163.555,10.418161066138282,0.9383202045357544,1206635.0,69.4290976058932,0.5886529163300663,4.300000000000011,0.0178351281834585,-0.0085566173255886,3771.54,13559.93,18.39,Downtrend
STK001,2021-01-12,163.8057142857143,9.873624316473467,0.9383202045357544,1166679.5714285714,71.95945945945945,0.5787088530401694,6.759999999999991,0.0159542404977538,-0.0085566173255886,3750.18,13487.37,19.33,Downtrend
STK001,2021-01-13,163.30375,10.761666095120065,1.057779532676139,1176389.75,49.07834101382482,0.1837323716245581,7.060000000000002,0.0206783641111159,-0.0085566173255886,3749.38,12503.15,18.84,Sideways
STK001,2021-01-14,162.57222222222222,13.356493219071808,1.057779532676139,1189313.6666666667,41.70337738619672,-0.2759351372181752,6.319999999999993,0.0203017274301191,-0.0085566173255886,3759.74,12277.43,18.99,Sideways
STK001,2021-01-15,161.72,16.57647060679011,1.0565412406045758,1196832.6,36.883116883116855,-0.7258972208798966,3.9000000000000057,0.0195996984361441,-0.0085566173255886,3791.59,12194.99,18.66,Sideways
STK001,2021-01-18,161.44909090909093,16.131285920674316,0.9955920342010606,1196305.2727272727,47.53508456279236,-0.6748359038126035,7.599999999999994,0.0214674049254356,-0.0085566173255886,3763.5,12363.54,18.99,Downtrend
STK001,2021-01-19,161.25583333333336,15.61195307409929,0.7826598966280772,1173126.4166666667,48.26117814052515,-0.5852974111060094,6.769999999999982,0.0203873309200005,-0.0198940625769895,3801.06,11998.34,19.23,Downtrend
STK001,2021-01-20,160.97230769230768,15.496529967242338,0.8778830377670811,1161308.4615384615,45.72965702757225,-0.5994463591295223,3.9799999999999898,0.0196283934351782,-0.0260229941896402,3768.72,12159.05,18.94,Downtrend
STK001,2021-01-21,160.48214285714286,16.59784733824648,1.3332984540507102,1191865.9285714286,40.96385542168673,-0.7977301767532646,5.560000000000002,0.0196585005283755,-0.0775722750942717,3860.18,12354.22,18.4,Sideways
STK001,2021-01-22,159.94533333333337,18.02693138717996,0.936596707337054,1186492.5333333334,38.990825688073365,-0.985618167956422,2.800000000000012,0.0190123200670977,-0.079973442781265,3847.64,12488.87,16.98,Sideways
STK001,2021-01-25,159.37187500000002,19.68482444253266,1.2633619804973786,1207696.625,33.10002916302126,-1.1536180811395675,6.930000000000007,0.0184242192599449,-0.0825168867522667,3863.17,12665.74,17.0,Sideways
STK001,2021-01-26,158.8729411764706,20.76016264245476,0.7266283862474451,1187408.8823529412,33.90481820869044,-1.184120928704759,3.859999999999985,0.0178371991146748,-0.0872300526283952,3761.99,12495.5,17.8,Sideways
STK001,2021-01-27,158.57666666666668,20.75843358025554,0.9849468853121064,1186358.388888889,28.31035588329587,-0.9626867290503138,5.819999999999993,0.0180139826619016,-0.0391138369109456,3764.16,12679.81,17.47,Downtrend
STK001,2021-01-28,158.3542105263158,20.54305101559254,0.9760040069655452,1184778.9473684211,31.492976151584383,-0.7101815593162843,6.02000000000001,0.0175673357071278,-0.0151225114854517,3738.8,12663.78,17.52,Downtrend
STK001,2021-01-29,157.9575,21.217136569540287,1.3282879200099431,1205609.85,29.04489304007224,-0.7523155247906528,6.060000000000002,0.0179084984481139,-0.0235637779941578,3744.58,12417.76,16.98,Sideways
STK001,2021-02-01,157.5925,21.594778608679743,1.1926319514674415,1230876.8,31.93641618497108,-0.5718725454253955,3.870000000000005,0.0179420747242706,-0.037356683885599,3696.01,12217.7,17.06,Downtrend
STK001,2021-02-02,157.10549999999998,21.541157570420467,1.1926319514674415,1236139.65,37.75196446873932,-0.424727927653489,4.240000000000009,0.0175352003337271,-0.0409099478413874,3687.78,12431.1,16.21,Downtrend
STK001,2021-02-03,156.4305,22.439654655378035,1.193223743845768,1237512.25,36.18205631958087,-0.5700429058229219,6.680000000000007,0.0184402533392418,-0.0589579234625879,3628.37,12332.76,15.84,Sideways
STK001,2021-02-04,155.4305,21.567451012066613,0.8265758846129705,1210812.0,37.99862448418153,-0.6899997107277316,5.509999999999991,0.0162750433528957,-0.0456816559600287,3671.07,11918.51,15.68,Sideways
STK001,2021-02-05,154.5585,20.184722831623787,0.7468543163464899,1213722.65,29.460093896713616,-0.6343154811680267,6.989999999999981,0.0165692161567777,-0.0274880272912155,3726.25,11498.3,15.46,Sideways
STK001,2021-02-08,153.8105,18.44623698610013,0.9087148425758906,1212188.85,31.44486692015211,-0.4725688865279007,3.620000000000005,0.0168058865602309,-0.0092856669098627,3846.75,11564.3,16.08,Sideways
STK001,2021-02-09,152.9205,15.779504228086807,0.8085126311888101,1214956.9,31.090225563909783,-0.4425612147210289,5.149999999999977,0.0166992801169939,-0.022400424150043,3893.1,11195.94,16.67,Sideways
STK001,2021-02-10,152.46650000000002,14.48782734065503,1.283268236822569,1231773.65,43.5459377372817,-0.1727719338337272,5.5,0.0164051942226615,-0.018431679041292,3975.99,11068.71,15.65,Downtrend
STK001,2021-02-11,152.048,14.352064073083511,0.7280395363537819,1211229.55,42.4500370096225,-0.1212674142671383,3.490000000000009,0.0162363771734776,-0.0388726919339164,3943.68,11470.84,15.05,Sideways
STK001,2021-02-12,151.82049999999998,14.394516353550443,1.121155670275341,1216180.8,47.60467748019614,0.0149968867263048,5.740000000000009,0.0160222876570438,-0.0061162079510702,3882.44,11304.64,15.14,Sideways
STK001,2021-02-15,151.29500000000002,13.156281669545535,1.2164433171238709,1231533.75,45.191612436731766,0.0427708494469785,3.950000000000017,0.0142161418808022,-0.0299718604803351,4016.04,11362.97,15.13,Sideways
STK001,2021-02-16,150.594,12.055334874957566,0.8599562384433361,1238895.6,35.01599715606122,-0.1170709485549443,4.689999999999998,0.0146772932176374,-0.0492071812344384,3969.03,11007.52,15.77,Uptrend
STK001,2021-02-17,150.097,10.37248262420684,1.1450748527247834,1260064.35,38.73994638069708,-0.025929047174797,3.6999999999999886,0.0153999852825252,-0.0043835985972484,3990.95,10870.22,15.32,Downtrend
